JDTDB,TDB,X,Y,Z,VX,VY,VZ,LT,RG,RR
2332175.5,1673-Mar-06,-5.242843626562083E+00,-1.480633721447281E+00,1.238934640739665E-01,1.971212288198076E-03,-6.913582611677870E-03,-1.732756603788976E-05,3.147261927556508E-02,5.449315103763934E+00,-1.842818798079177E-05
2332176.5,1673-Mar-07,-5.240867172806929E+00,-1.487546042480099E+00,1.238760274749967E-01,1.981437718048251E-03,-6.910451753685561E-03,-1.752825722600139E-05,3.147250911422165E-02,5.449296029918589E+00,-1.963704372493892E-05
2332177.5,1673-Mar-08,-5.238881536835485E+00,-1.494455212466096E+00,1.238583733496541E-01,1.990345482046136E-03,-6.908312633594831E-03,-1.778791192114239E-05,3.147239772964167E-02,5.449276744276403E+00,-1.930963685054330E-05
2332178.5,1673-Mar-09,-5.236886089161802E+00,-1.501361758476945E+00,1.238404909462877E-01,1.999805119927934E-03,-6.904618628313454E-03,-1.798131025927531E-05,3.147228245394640E-02,5.449256784908487E+00,-1.993814326369308E-05
2332179.5,1673-Mar-10,-5.234882047870370E+00,-1.508265715346172E+00,1.238223650245258E-01,2.009070426772414E-03,-6.903339009200989E-03,-1.826015368016613E-05,3.147217010375242E-02,5.449237332075421E+00,-1.971618593495474E-05
2332180.5,1673-Mar-11,-5.232867955702542E+00,-1.515167483742409E+00,1.238040033127023E-01,2.018630730460693E-03,-6.900455418172097E-03,-1.848092097339517E-05,3.147205323920520E-02,5.449217097606320E+00,-2.021765718335858E-05
2332181.5,1673-Mar-12,-5.230844000251820E+00,-1.522067129688861E+00,1.237853950384849E-01,2.029664330222940E-03,-6.898138267664854E-03,-1.870509782695636E-05,3.147193302174028E-02,5.449196282597517E+00,-2.197450462858328E-05
2332182.5,1673-Mar-13,-5.228809773738911E+00,-1.528963165756663E+00,1.237665979629918E-01,2.038513966962776E-03,-6.894641433535417E-03,-1.891804451089452E-05,3.147180480550203E-02,5.449174082644041E+00,-2.196486689117188E-05
2332183.5,1673-Mar-14,-5.226766010351405E+00,-1.535856564674618E+00,1.237475679815191E-01,2.048923269647042E-03,-6.891493837473486E-03,-1.911999729024554E-05,3.147167422261258E-02,5.449151472917614E+00,-2.335455468762014E-05
2332184.5,1673-Mar-15,-5.224712862328096E+00,-1.542746492227279E+00,1.237283304367554E-01,2.057737898169405E-03,-6.888904734258130E-03,-1.936955203929144E-05,3.147154075952857E-02,5.449128364500958E+00,-2.305921309447584E-05
2332185.5,1673-Mar-16,-5.222649935390789E+00,-1.549633609834714E+00,1.237088659042984E-01,2.067436546568807E-03,-6.884981926848830E-03,-1.955618173694976E-05,3.147140330272485E-02,5.449104564593170E+00,-2.398875281749583E-05
2332186.5,1673-Mar-17,-5.220578447517134E+00,-1.556517647391668E+00,1.236891703985999E-01,2.076292316997917E-03,-6.883343264463724E-03,-1.983213155356207E-05,3.147126814810868E-02,5.449081163296799E+00,-2.346352949056190E-05
2332187.5,1673-Mar-18,-5.218497114292281E+00,-1.563399358313317E+00,1.236692380088483E-01,2.085823601641983E-03,-6.880187269187755E-03,-2.004576650448373E-05,3.147112942809030E-02,5.449057144670172E+00,-2.401573805566345E-05
2332188.5,1673-Mar-19,-5.216406222501699E+00,-1.570278717871109E+00,1.236490608380145E-01,2.096494112362774E-03,-6.877973609531378E-03,-2.028084088876081E-05,3.147098870031485E-02,5.449032778411183E+00,-2.538745215812951E-05
2332189.5,1673-Mar-20,-5.214305101072776E+00,-1.577154465360788E+00,1.236286926241790E-01,2.105288310934210E-03,-6.874152510165607E-03,-2.048446905186891E-05,3.147084016760660E-02,5.449007060769972E+00,-2.542623243780271E-05
2332190.5,1673-Mar-21,-5.212194754574145E+00,-1.584027466004527E+00,1.236080898264603E-01,2.115501762233927E-03,-6.871201194074436E-03,-2.069678729013368E-05,3.147069081598456E-02,5.448981201338237E+00,-2.657268534124137E-05
2332191.5,1673-Mar-22,-5.210075080666308E+00,-1.590896966178623E+00,1.235872795199573E-01,2.124055590442448E-03,-6.868434298990769E-03,-2.094398698004175E-05,3.147053881492853E-02,5.448954883171224E+00,-2.607953753931769E-05
2332192.5,1673-Mar-23,-5.207945845449255E+00,-1.597763790925424E+00,1.235662336302933E-01,2.133869880089657E-03,-6.864713463194511E-03,-2.113707374091682E-05,3.147038425322438E-02,5.448928121641734E+00,-2.706954385727149E-05
2332193.5,1673-Mar-24,-5.205808057483019E+00,-1.604627435328355E+00,1.235449592002281E-01,2.142390840344796E-03,-6.863015926014737E-03,-2.141684610338248E-05,3.147023184440734E-02,5.448901732873090E+00,-2.623240523531019E-05
2332194.5,1673-Mar-25,-5.203660544338803E+00,-1.611488957624595E+00,1.235234380494469E-01,2.152085704419387E-03,-6.859966452072621E-03,-2.163247022909702E-05,3.147007691578520E-02,5.448874907813719E+00,-2.691113312556797E-05
2332195.5,1673-Mar-26,-5.201503516631931E+00,-1.618348163917417E+00,1.235016691750233E-01,2.162628677991710E-03,-6.858043671788982E-03,-2.188155428879048E-05,3.146992031590596E-02,5.448847793385152E+00,-2.806477694279492E-05
2332196.5,1673-Mar-27,-5.199336004623268E+00,-1.625203972202053E+00,1.234797029208137E-01,2.171785209604561E-03,-6.854058104124013E-03,-2.207697913960010E-05,3.146975485787678E-02,5.448819145215465E+00,-2.850610981302263E-05
2332197.5,1673-Mar-28,-5.197159190852140E+00,-1.632056939148478E+00,1.234575032742911E-01,2.182116585070404E-03,-6.851269022780835E-03,-2.229681571362771E-05,3.146958801240846E-02,5.448790256818140E+00,-2.971280166335068E-05
2332198.5,1673-Mar-29,-5.194972741341414E+00,-1.638906316226610E+00,1.234351002620166E-01,2.190809597281371E-03,-6.848143049154667E-03,-2.253309652245026E-05,3.146941664650547E-02,5.448760585731814E+00,-2.945855560468589E-05
2332199.5,1673-Mar-30,-5.192776666619531E+00,-1.645752903958984E+00,1.234124620433646E-01,2.200948420717541E-03,-6.844401340381668E-03,-2.272584629621963E-05,3.146924219917659E-02,5.448730381113134E+00,-3.076769497822820E-05
2332200.5,1673-Mar-31,-5.190571808776295E+00,-1.652595920510697E+00,1.233896073556560E-01,2.209314367973353E-03,-6.842228367161162E-03,-2.299607122780684E-05,3.146906794286927E-02,5.448700209568811E+00,-2.991606406736417E-05
2332201.5,1673-Apr-01,-5.188357307520069E+00,-1.659436629470026E+00,1.233665067771388E-01,2.219164018141929E-03,-6.838959851828657E-03,-2.320554637166456E-05,3.146889134900070E-02,5.448669633288307E+00,-3.080718101921864E-05
2332202.5,1673-Apr-02,-5.186133383442932E+00,-1.666274675366775E+00,1.233431658098668E-01,2.229398652202149E-03,-6.836916317665537E-03,-2.345856778518230E-05,3.146871302078826E-02,5.448638756715467E+00,-3.169079823166159E-05
2332203.5,1673-Apr-03,-5.183898963704771E+00,-1.673109251152366E+00,1.233196265175715E-01,2.238704347931356E-03,-6.832553052573964E-03,-2.364181712545542E-05,3.146852564597320E-02,5.448606313771942E+00,-3.239817999766435E-05
2332204.5,1673-Apr-04,-5.181655444065508E+00,-1.679940648193585E+00,1.232958598620210E-01,2.248755425607932E-03,-6.829742054954001E-03,-2.386742491657399E-05,3.146833740494906E-02,5.448573720848963E+00,-3.334033137175857E-05
2332205.5,1673-Apr-05,-5.179402348753581E+00,-1.686768308393719E+00,1.232718924476552E-01,2.257275586401953E-03,-6.826232262590812E-03,-2.409387836763603E-05,3.146814468709279E-02,5.448540352786529E+00,-3.304303796009632E-05
2332206.5,1673-Apr-06,-5.177139946418405E+00,-1.693593081455448E+00,1.232476872320002E-01,2.267322767404893E-03,-6.822623626725175E-03,-2.429420179536307E-05,3.146795047470349E-02,5.448506725953724E+00,-3.422833310558918E-05
2332207.5,1673-Apr-07,-5.174868826518905E+00,-1.700414107031764E+00,1.232232695998997E-01,2.275302309075343E-03,-6.820160747068435E-03,-2.456071708323109E-05,3.146775645809891E-02,5.448473133019990E+00,-3.309549135351670E-05
2332208.5,1673-Apr-08,-5.172588408294690E+00,-1.707232896443763E+00,1.231985980790650E-01,2.285101969068569E-03,-6.817049153446718E-03,-2.477628218667746E-05,3.146756216425241E-02,5.448439492083307E+00,-3.389113323850308E-05
2332209.5,1673-Apr-09,-5.170298750462845E+00,-1.714049023960604E+00,1.231736837768219E-01,2.294956049455532E-03,-6.815189189629814E-03,-2.504138420224876E-05,3.146736716184687E-02,5.448405728463428E+00,-3.434480931490360E-05
2332210.5,1673-Apr-10,-5.167998611413985E+00,-1.720862001654608E+00,1.231485590697231E-01,2.304531615682556E-03,-6.810885176705154E-03,-2.522364845191203E-05,3.146716377269621E-02,5.448370512723647E+00,-3.530026951998369E-05
2332211.5,1673-Apr-11,-5.165689384984724E+00,-1.727671787294385E+00,1.231232061280108E-01,2.314474912429949E-03,-6.808319296484756E-03,-2.546093082611522E-05,3.146695955791549E-02,5.448335154030455E+00,-3.605728087655492E-05
2332212.5,1673-Apr-12,-5.163370385125234E+00,-1.734477979231728E+00,1.230976487896764E-01,2.323202167580732E-03,-6.804645171726505E-03,-2.568022181671265E-05,3.146675002465675E-02,5.448298874471337E+00,-3.601256894062269E-05
2332213.5,1673-Apr-13,-5.161042049431546E+00,-1.741281293202141E+00,1.230718511646779E-01,2.333463079409185E-03,-6.801262118476301E-03,-2.588888834672952E-05,3.146653887770485E-02,5.448262315509909E+00,-3.732874046723886E-05
2332214.5,1673-Apr-14,-5.158704664138316E+00,-1.748080725513550E+00,1.230458468370182E-01,2.341498408433662E-03,-6.798402108895881E-03,-2.614470216896274E-05,3.146632583365640E-02,5.448225428076396E+00,-3.637148819230517E-05
2332215.5,1673-Apr-15,-5.156357992556837E+00,-1.754877818617714E+00,1.230195879290927E-01,2.351531133365517E-03,-6.795284682997566E-03,-2.636055062433309E-05,3.146611244524240E-02,5.448188481017840E+00,-3.738579487024718E-05
2332216.5,1673-Apr-16,-5.154001965777720E+00,-1.761671995387414E+00,1.229930931379867E-01,2.361221966346771E-03,-6.793232258762809E-03,-2.662531595564353E-05,3.146589727935266E-02,5.448151226198894E+00,-3.773213135872306E-05
2332217.5,1673-Apr-17,-5.151635363183856E+00,-1.768463010150162E+00,1.229663852718996E-01,2.371170429205722E-03,-6.788700002189933E-03,-2.679866222872311E-05,3.146567321939043E-02,5.448112431419038E+00,-3.912105920356303E-05
2332218.5,1673-Apr-18,-5.149259627011620E+00,-1.775250439621799E+00,1.229394592708272E-01,2.380923786068321E-03,-6.785955496580194E-03,-2.703668650866485E-05,3.146544735203347E-02,5.448073323698485E+00,-3.974765220453161E-05
2332219.5,1673-Apr-19,-5.146874057139816E+00,-1.782034090349757E+00,1.229123326125726E-01,2.389733620785724E-03,-6.781820031156397E-03,-2.724158891338902E-05,3.146521548565345E-02,5.448033177279284E+00,-3.993584589463884E-05
2332220.5,1673-Apr-20,-5.144479351512227E+00,-1.788814552679914E+00,1.228849705013631E-01,2.399852896507220E-03,-6.778424233996695E-03,-2.745525590015780E-05,3.146498253460792E-02,5.447992843056076E+00,-4.112039121594158E-05
2332221.5,1673-Apr-21,-5.142075578790882E+00,-1.795590862177220E+00,1.228574084629631E-01,2.407666715207188E-03,-6.775030114871069E-03,-2.769804248235314E-05,3.146474704278267E-02,5.447952068910497E+00,-4.012975148277517E-05
2332222.5,1673-Apr-22,-5.139662908050431E+00,-1.802364638134506E+00,1.228295910501233E-01,2.417510709431968E-03,-6.771954129505244E-03,-2.791924840570855E-05,3.146451299803957E-02,5.447911545319424E+00,-4.094941281650314E-05
2332223.5,1673-Apr-23,-5.137241106881166E+00,-1.809135340350372E+00,1.228015396115521E-01,2.426710145917670E-03,-6.769797029703266E-03,-2.818767659806560E-05,3.146427811508318E-02,5.447870876596217E+00,-4.085587889007973E-05
2332224.5,1673-Apr-24,-5.134808990917083E+00,-1.815903078416289E+00,1.227732639275453E-01,2.436759415254504E-03,-6.765385324420584E-03,-2.836418577251534E-05,3.146403616300539E-02,5.447828983892583E+00,-4.230905213992404E-05
2332225.5,1673-Apr-25,-5.132367863666614E+00,-1.822667154596942E+00,1.227447707272709E-01,2.446159351599701E-03,-6.762752082741027E-03,-2.861158274444287E-05,3.146379290282981E-02,5.447786864698839E+00,-4.255957099391200E-05
2332226.5,1673-Apr-26,-5.129916946871041E+00,-1.829427654394018E+00,1.227160690462874E-01,2.455091255726616E-03,-6.758579193362205E-03,-2.881320570642163E-05,3.146354426012318E-02,5.447743813548731E+00,-4.288351461717777E-05
2332227.5,1673-Apr-27,-5.127457012602233E+00,-1.836184997649137E+00,1.226871286503695E-01,2.465138709728771E-03,-6.755508153302864E-03,-2.904061801466496E-05,3.146329524453881E-02,5.447700697836845E+00,-4.388878261580288E-05
